Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country
In Progress,107,Low,Phone,Network Issue,IT Support,Mohammed Al-Rashid,22-04-2024 13.14,22-04-2024 17.14,22-04-2024 14.14,22-04-2024 14.12,Met,22-04-2024 17.07,Met,22-04-2024 17.09,4,Satisfied,Network,L2,Oman
Resolved,108,Critical,Portal,Software Bug,Customer Service,Saif Al-Rashid,06-05-2024 6.58,06-05-2024 7.58,06-05-2024 7.08,06-05-2024 7.03,Met,06-05-2024 7.43,Met,06-05-2024 7.43,5,Neutral,Software,L1,Oman
Resolved,109,Low,Email,Software Bug,Network Ops,Hassan Al-Hamdan,07-08-2024 12.37,07-08-2024 16.37,07-08-2024 13.37,07-08-2024 13.34,Met,07-08-2024 16.36,Met,07-08-2024 16.40,4,Neutral,Network,L3,Saudi Arabia
Resolved,110,Low,Phone,Software Bug,Security,Abdullah Al-Rashid,24-04-2024 7.02,24-04-2024 11.02,24-04-2024 8.02,24-04-2024 7.57,Met,24-04-2024 11.00,Met,24-04-2024 11.03,2,Neutral,Network,L2,Saudi Arabia
New,111,High,Phone,Network Issue,Development,Ali Al-Khalifa,04-05-2024 21.49,04-05-2024 23.49,04-05-2024 22.19,04-05-2024 22.11,Met,04-05-2024 23.33,Met,04-05-2024 23.37,3,Dissatisfied,Hardware,L1,UAE
In Progress,112,Critical,Phone,General Inquiry,Customer Service,Mohammed Al-Rashid,21-04-2024 14.24,21-04-2024 15.24,21-04-2024 14.34,21-04-2024 14.29,Met,21-04-2024 15.05,Met,21-04-2024 15.07,4,Dissatisfied,Network,L1,Qatar
New,113,Low,Phone,Access Request,IT Support,Abdullah Al-Rashid,10-08-2024 17.34,10-08-2024 21.34,10-08-2024 18.34,10-08-2024 18.29,Met,10-08-2024 21.15,Met,10-08-2024 21.20,4,Dissatisfied,Hardware,L3,UAE
Open,114,High,Chat,Hardware Failure,Security,Mohammed Al-Rashid,27-06-2024 6.32,27-06-2024 8.32,27-06-2024 7.02,27-06-2024 7.01,Met,27-06-2024 8.23,Met,27-06-2024 8.28,1,Neutral,Cloud,L1,Kuwait
New,115,Critical,Chat,Access Request,Development,Yousef Al-Khalifa,28-07-2024 16.44,28-07-2024 17.44,28-07-2024 16.54,28-07-2024 16.51,Met,28-07-2024 17.26,Met,28-07-2024 17.26,3,Dissatisfied,Network,L1,Qatar
Resolved,116,Low,Email,General Inquiry,IT Support,Yousef Al-Khalifa,03-07-2024 23.51,04-07-2024 3.51,04-07-2024 0.51,04-07-2024 0.43,Met,04-07-2024 3.45,Met,04-07-2024 3.47,1,Satisfied,Hardware,L1,Saudi Arabia
Resolved,117,Critical,Chat,Network Issue,Customer Service,Ahmed Al-Nasser,12-07-2024 18.50,12-07-2024 19.50,12-07-2024 19.00,12-07-2024 18.54,Met,12-07-2024 19.30,Met,12-07-2024 19.32,4,Satisfied,Network,L2,Oman
Closed,118,Medium,Phone,Network Issue,IT Support,Abdullah Al-Rashid,01-04-2024 22.02,02-04-2024 1.02,01-04-2024 22.47,01-04-2024 22.47,Met,02-04-2024 1.02,Met,02-04-2024 1.07,5,Dissatisfied,Hardware,L2,Oman
In Progress,119,Critical,Phone,Hardware Failure,Network Ops,Fahad Al-Farsi,28-07-2024 15.42,28-07-2024 16.42,28-07-2024 15.52,28-07-2024 15.45,Met,28-07-2024 16.32,Met,28-07-2024 16.35,2,Satisfied,Hardware,L1,UAE
Closed,120,Medium,Chat,Software Bug,Security,Hassan Al-Rashid,17-05-2024 15.46,17-05-2024 18.46,17-05-2024 16.31,17-05-2024 16.25,Met,17-05-2024 18.38,Met,17-05-2024 18.41,4,Neutral,Cloud,L1,Saudi Arabia
New,121,Low,Email,Hardware Failure,Development,Saif Al-Rashid,12-05-2024 23.11,13-05-2024 3.11,13-05-2024 0.11,13-05-2024 0.02,Met,13-05-2024 3.02,Met,13-05-2024 3.07,2,Dissatisfied,Hardware,L1,Oman
Open,122,Low,Email,Access Request,Customer Service,Khalid Al-Rashid,04-08-2024 14.51,04-08-2024 18.51,04-08-2024 15.51,04-08-2024 15.45,Met,04-08-2024 18.48,Met,04-08-2024 18.51,1,Dissatisfied,Cloud,L3,Kuwait
New,123,Medium,Chat,Network Issue,Customer Service,Fahad Al-Farsi,08-05-2024 2.23,08-05-2024 5.23,08-05-2024 3.08,08-05-2024 3.01,Met,08-05-2024 5.18,Met,08-05-2024 5.20,2,Satisfied,Cloud,L1,Oman
Open,124,Medium,Phone,Hardware Failure,IT Support,Khalid Al-Farsi,02-08-2024 5.11,02-08-2024 8.11,02-08-2024 5.56,02-08-2024 5.52,Met,02-08-2024 8.00,Met,02-08-2024 8.02,2,Satisfied,Software,L2,Kuwait
New,125,Medium,Portal,Network Issue,Security,Abdullah Al-Farsi,12-06-2024 18.42,12-06-2024 21.42,12-06-2024 19.27,12-06-2024 19.21,Met,12-06-2024 21.35,Met,12-06-2024 21.35,1,Satisfied,Hardware,L1,Bahrain
New,126,Low,Phone,General Inquiry,Network Ops,Omar Al-Mansoori,12-06-2024 18.12,12-06-2024 22.12,12-06-2024 19.12,12-06-2024 19.04,Met,12-06-2024 22.09,Met,12-06-2024 22.12,5,Dissatisfied,Hardware,L2,Saudi Arabia
In Progress,127,Medium,Chat,General Inquiry,Development,Fahad Al-Rashid,03-05-2024 1.37,03-05-2024 4.37,03-05-2024 2.22,03-05-2024 2.14,Met,03-05-2024 4.28,Met,03-05-2024 4.31,2,Neutral,Hardware,L1,Saudi Arabia
Closed,128,Critical,Phone,Software Bug,Customer Service,Abdullah Al-Farsi,09-06-2024 21.01,09-06-2024 22.01,09-06-2024 21.11,09-06-2024 21.06,Met,09-06-2024 21.47,Met,09-06-2024 21.47,1,Satisfied,Cloud,L1,Bahrain
Resolved,129,High,Email,Network Issue,IT Support,Abdullah Al-Mansoori,28-07-2024 23.20,29-07-2024 1.20,28-07-2024 23.50,28-07-2024 23.50,Met,29-07-2024 1.06,Met,29-07-2024 1.08,2,Neutral,Network,L1,Bahrain
Resolved,130,Critical,Phone,Software Bug,Network Ops,Yousef Al-Khalifa,01-06-2024 13.14,01-06-2024 14.14,01-06-2024 13.24,01-06-2024 13.14,Met,01-06-2024 14.03,Met,01-06-2024 14.05,2,Neutral,Software,L2,Bahrain
New,131,Critical,Chat,General Inquiry,Network Ops,Ali Al-Khalifa,01-06-2024 13.55,01-06-2024 14.55,01-06-2024 14.05,01-06-2024 14.05,Met,01-06-2024 14.38,Met,01-06-2024 14.40,3,Neutral,Software,L2,Kuwait
In Progress,132,Critical,Email,Hardware Failure,IT Support,Abdullah Al-Rashid,23-07-2024 1.57,23-07-2024 2.57,23-07-2024 2.07,23-07-2024 2.02,Met,23-07-2024 2.39,Met,23-07-2024 2.40,1,Dissatisfied,Hardware,L2,Oman
In Progress,133,Medium,Portal,Hardware Failure,Customer Service,Abdullah Al-Rashid,14-04-2024 20.03,14-04-2024 23.03,14-04-2024 20.48,14-04-2024 20.42,Met,14-04-2024 22.49,Met,14-04-2024 22.50,4,Satisfied,Software,L1,Kuwait
In Progress,134,Medium,Portal,General Inquiry,Network Ops,Abdullah Al-Rashid,07-04-2024 1.09,07-04-2024 4.09,07-04-2024 1.54,07-04-2024 1.51,Met,07-04-2024 3.55,Met,07-04-2024 3.58,5,Satisfied,Hardware,L2,Kuwait
New,135,Medium,Portal,Software Bug,Network Ops,Saif Al-Rashid,15-05-2024 12.31,15-05-2024 15.31,15-05-2024 13.16,15-05-2024 13.09,Met,15-05-2024 15.27,Met,15-05-2024 15.27,5,Satisfied,Hardware,L2,Bahrain
Resolved,136,High,Phone,Software Bug,IT Support,Mohammed Al-Rashid,25-05-2024 10.08,25-05-2024 12.08,25-05-2024 10.38,25-05-2024 10.36,Met,25-05-2024 11.59,Met,25-05-2024 11.59,5,Dissatisfied,Cloud,L3,UAE
New,137,Medium,Portal,Access Request,Development,Abdullah Al-Rashid,18-04-2024 1.42,18-04-2024 4.42,18-04-2024 2.27,18-04-2024 2.22,Met,18-04-2024 4.36,Met,18-04-2024 4.36,3,Dissatisfied,Software,L2,Qatar
Resolved,138,Critical,Portal,Hardware Failure,Security,Saif Al-Khalifa,25-07-2024 16.13,25-07-2024 17.13,25-07-2024 16.23,25-07-2024 16.15,Met,25-07-2024 17.13,Met,25-07-2024 17.17,5,Satisfied,Cloud,L1,Saudi Arabia
Open,139,High,Chat,Network Issue,Network Ops,Ahmed Al-Nasser,16-05-2024 18.42,16-05-2024 20.42,16-05-2024 19.12,16-05-2024 19.12,Met,16-05-2024 20.40,Met,16-05-2024 20.43,5,Satisfied,Software,L1,Oman
New,140,High,Email,Software Bug,Customer Service,Mohammed Al-Rashid,07-07-2024 17.37,07-07-2024 19.37,07-07-2024 18.07,07-07-2024 18.04,Met,07-07-2024 19.26,Met,07-07-2024 19.26,2,Neutral,Cloud,L2,Bahrain
New,141,High,Email,Access Request,Development,Hassan Al-Rashid,25-06-2024 4.47,25-06-2024 6.47,25-06-2024 5.17,25-06-2024 5.08,Met,25-06-2024 6.34,Met,25-06-2024 6.34,5,Satisfied,Hardware,L1,Qatar
In Progress,142,Low,Phone,Hardware Failure,IT Support,Omar Al-Mansoori,19-07-2024 0.53,19-07-2024 4.53,19-07-2024 1.53,19-07-2024 1.44,Met,19-07-2024 4.43,Met,19-07-2024 4.48,5,Satisfied,Network,L1,UAE
Closed,143,Low,Portal,Hardware Failure,Security,Khalid Al-Farsi,25-06-2024 18.33,25-06-2024 22.33,25-06-2024 19.33,25-06-2024 19.33,Met,25-06-2024 22.24,Met,25-06-2024 22.27,4,Neutral,Hardware,L3,Saudi Arabia
Open,144,Medium,Email,Network Issue,Development,Hassan Al-Rashid,19-04-2024 0.57,19-04-2024 3.57,19-04-2024 1.42,19-04-2024 1.37,Met,19-04-2024 3.46,Met,19-04-2024 3.46,3,Satisfied,Software,L2,Bahrain
In Progress,145,High,Phone,Network Issue,Network Ops,Saif Al-Rashid,25-05-2024 0.31,25-05-2024 2.31,25-05-2024 1.01,25-05-2024 0.52,Met,25-05-2024 2.30,Met,25-05-2024 2.35,5,Satisfied,Cloud,L3,Bahrain
Resolved,146,Medium,Phone,General Inquiry,Security,Saif Al-Khalifa,09-04-2024 9.30,09-04-2024 12.30,09-04-2024 10.15,09-04-2024 10.11,Met,09-04-2024 12.13,Met,09-04-2024 12.17,3,Neutral,Software,L2,UAE
In Progress,147,Low,Email,Hardware Failure,Network Ops,Yousef Al-Khalifa,02-04-2024 7.48,02-04-2024 11.48,02-04-2024 8.48,02-04-2024 8.46,Met,02-04-2024 11.34,Met,02-04-2024 11.37,3,Dissatisfied,Hardware,L1,UAE
New,148,Medium,Chat,General Inquiry,Customer Service,Omar Al-Salem,21-04-2024 11.07,21-04-2024 14.07,21-04-2024 11.52,21-04-2024 11.43,Met,21-04-2024 14.05,Met,21-04-2024 14.06,3,Dissatisfied,Cloud,L1,Bahrain
Closed,149,Low,Email,Access Request,Network Ops,Abdullah Al-Farsi,01-08-2024 14.21,01-08-2024 18.21,01-08-2024 15.21,01-08-2024 15.18,Met,01-08-2024 18.09,Met,01-08-2024 18.10,1,Satisfied,Network,L1,Kuwait
New,150,High,Email,Network Issue,Security,Khalid Al-Rashid,13-05-2024 11.54,13-05-2024 13.54,13-05-2024 12.24,13-05-2024 12.23,Met,13-05-2024 13.35,Met,13-05-2024 13.40,2,Satisfied,Network,L3,Qatar
New,151,Low,Portal,General Inquiry,IT Support,Mohammed Al-Rashid,05-08-2024 2.21,05-08-2024 6.21,05-08-2024 3.21,05-08-2024 3.34,Not Met,05-08-2024 6.17,Met,05-08-2024 6.18,2,Dissatisfied,Hardware,L2,Oman
Open,152,Medium,Portal,Network Issue,Network Ops,Khalid Al-Rashid,26-07-2024 5.07,26-07-2024 8.07,26-07-2024 5.52,26-07-2024 5.52,Met,26-07-2024 8.02,Met,26-07-2024 8.02,1,Neutral,Network,L3,Oman
New,153,Critical,Email,Access Request,Network Ops,Fahad Al-Farsi,31-05-2024 7.59,31-05-2024 8.59,31-05-2024 8.09,31-05-2024 8.02,Met,31-05-2024 8.59,Met,31-05-2024 9.00,3,Dissatisfied,Software,L2,Kuwait
New,154,Critical,Portal,Access Request,Network Ops,Hassan Al-Hamdan,28-05-2024 8.26,28-05-2024 9.26,28-05-2024 8.36,28-05-2024 8.31,Met,28-05-2024 9.12,Met,28-05-2024 9.15,4,Dissatisfied,Software,L3,Saudi Arabia
Resolved,155,Medium,Phone,Hardware Failure,IT Support,Omar Al-Salem,16-04-2024 22.41,17-04-2024 1.41,16-04-2024 23.26,16-04-2024 23.26,Met,17-04-2024 1.23,Met,17-04-2024 1.23,4,Neutral,Cloud,L2,Bahrain
In Progress,156,Medium,Portal,General Inquiry,Network Ops,Ahmed Al-Nasser,26-05-2024 22.26,27-05-2024 1.26,26-05-2024 23.11,26-05-2024 23.04,Met,27-05-2024 1.18,Met,27-05-2024 1.22,5,Satisfied,Software,L2,Saudi Arabia
New,157,Critical,Phone,General Inquiry,Customer Service,Ahmed Al-Salem,20-06-2024 19.24,20-06-2024 20.24,20-06-2024 19.34,20-06-2024 19.31,Met,20-06-2024 20.24,Met,20-06-2024 20.25,5,Neutral,Software,L1,Bahrain
Resolved,158,High,Phone,Access Request,Development,Khalid Al-Farsi,04-06-2024 18.32,04-06-2024 20.32,04-06-2024 19.02,04-06-2024 18.55,Met,04-06-2024 20.16,Met,04-06-2024 20.20,3,Satisfied,Cloud,L1,Oman
Resolved,159,High,Chat,Hardware Failure,Development,Saif Al-Khalifa,08-05-2024 6.50,08-05-2024 8.50,08-05-2024 7.20,08-05-2024 7.11,Met,08-05-2024 8.41,Met,08-05-2024 8.41,3,Neutral,Network,L2,Saudi Arabia
In Progress,160,Low,Portal,Hardware Failure,Security,Ahmed Al-Salem,07-05-2024 6.54,07-05-2024 10.54,07-05-2024 7.54,07-05-2024 7.47,Met,07-05-2024 10.51,Met,07-05-2024 10.56,4,Satisfied,Hardware,L3,Saudi Arabia
Open,161,Medium,Email,Network Issue,IT Support,Fahad Al-Rashid,14-06-2024 11.19,14-06-2024 14.19,14-06-2024 12.04,14-06-2024 12.02,Met,14-06-2024 14.03,Met,14-06-2024 14.03,3,Satisfied,Software,L1,UAE
In Progress,162,Critical,Phone,General Inquiry,IT Support,Hassan Al-Rashid,29-04-2024 8.59,29-04-2024 9.59,29-04-2024 9.09,29-04-2024 9.05,Met,29-04-2024 9.40,Met,29-04-2024 9.42,2,Neutral,Cloud,L2,Kuwait
Open,163,High,Chat,General Inquiry,Customer Service,Omar Al-Mansoori,06-06-2024 8.54,06-06-2024 10.54,06-06-2024 9.24,06-06-2024 9.21,Met,06-06-2024 10.42,Met,06-06-2024 10.42,1,Dissatisfied,Hardware,L2,Saudi Arabia
New,164,Critical,Chat,Software Bug,Development,Khalid Al-Rashid,01-05-2024 23.20,02-05-2024 0.20,01-05-2024 23.30,01-05-2024 23.24,Met,02-05-2024 0.05,Met,02-05-2024 0.09,1,Dissatisfied,Cloud,L2,Oman
Closed,165,Critical,Portal,Network Issue,Network Ops,Fahad Al-Farsi,04-08-2024 21.41,04-08-2024 22.41,04-08-2024 21.51,04-08-2024 21.44,Met,04-08-2024 22.31,Met,04-08-2024 22.32,5,Neutral,Hardware,L2,UAE
In Progress,166,Medium,Chat,General Inquiry,IT Support,Fahad Al-Rashid,11-05-2024 16.01,11-05-2024 19.01,11-05-2024 16.46,11-05-2024 16.36,Met,11-05-2024 18.43,Met,11-05-2024 18.46,5,Satisfied,Network,L1,Qatar
In Progress,167,Low,Chat,General Inquiry,Customer Service,Saif Al-Rashid,01-04-2024 11.34,01-04-2024 15.34,01-04-2024 12.34,01-04-2024 12.25,Met,01-04-2024 15.25,Met,01-04-2024 15.25,1,Dissatisfied,Cloud,L2,UAE
Resolved,168,Low,Portal,Hardware Failure,Network Ops,Fahad Al-Rashid,25-06-2024 21.21,26-06-2024 1.21,25-06-2024 22.21,25-06-2024 22.15,Met,26-06-2024 1.13,Met,26-06-2024 1.13,4,Neutral,Network,L2,Bahrain
Open,169,Critical,Portal,Access Request,Security,Abdullah Al-Farsi,22-07-2024 10.02,22-07-2024 11.02,22-07-2024 10.12,22-07-2024 10.10,Met,22-07-2024 10.50,Met,22-07-2024 10.55,1,Satisfied,Cloud,L2,Bahrain
Resolved,170,Critical,Portal,Access Request,Security,Ahmed Al-Salem,03-05-2024 12.11,03-05-2024 13.11,03-05-2024 12.21,03-05-2024 12.12,Met,03-05-2024 13.11,Met,03-05-2024 13.12,2,Satisfied,Software,L2,Oman
Open,171,Low,Email,Software Bug,Development,Hassan Al-Rashid,25-04-2024 17.09,25-04-2024 21.09,25-04-2024 18.09,25-04-2024 18.05,Met,25-04-2024 20.59,Met,25-04-2024 21.04,5,Satisfied,Software,L2,UAE
Open,172,Medium,Portal,Network Issue,Customer Service,Hassan Al-Rashid,15-06-2024 9.31,15-06-2024 12.31,15-06-2024 10.16,15-06-2024 10.08,Met,15-06-2024 12.21,Met,15-06-2024 12.21,5,Satisfied,Software,L2,Kuwait
Closed,173,High,Chat,Network Issue,IT Support,Abdullah Al-Farsi,20-07-2024 4.03,20-07-2024 6.03,20-07-2024 4.33,20-07-2024 4.29,Met,20-07-2024 5.56,Met,20-07-2024 5.57,2,Neutral,Cloud,L2,UAE
Resolved,174,Critical,Phone,Hardware Failure,Customer Service,Omar Al-Salem,21-05-2024 3.31,21-05-2024 4.31,21-05-2024 3.41,21-05-2024 3.36,Met,21-05-2024 4.26,Met,21-05-2024 4.27,1,Satisfied,Software,L2,Saudi Arabia
Open,175,Medium,Portal,Network Issue,Network Ops,Khalid Al-Farsi,14-06-2024 11.04,14-06-2024 14.04,14-06-2024 11.49,14-06-2024 11.48,Met,14-06-2024 13.49,Met,14-06-2024 13.49,3,Dissatisfied,Software,L1,UAE
Closed,176,High,Phone,General Inquiry,IT Support,Ahmed Al-Salem,06-05-2024 6.31,06-05-2024 8.31,06-05-2024 7.01,06-05-2024 7.14,Not Met,06-05-2024 8.29,Met,06-05-2024 8.31,1,Neutral,Network,L3,Saudi Arabia
In Progress,177,High,Chat,General Inquiry,Security,Omar Al-Salem,20-04-2024 11.47,20-04-2024 13.47,20-04-2024 12.17,20-04-2024 12.16,Met,20-04-2024 13.46,Met,20-04-2024 13.51,2,Satisfied,Hardware,L1,Qatar
Open,178,High,Email,Hardware Failure,IT Support,Ahmed Al-Nasser,15-05-2024 5.06,15-05-2024 7.06,15-05-2024 5.36,15-05-2024 5.36,Met,15-05-2024 7.03,Met,15-05-2024 7.03,2,Neutral,Hardware,L2,Kuwait
New,179,Low,Chat,Software Bug,Network Ops,Ahmed Al-Salem,29-06-2024 7.43,29-06-2024 11.43,29-06-2024 8.43,29-06-2024 8.39,Met,29-06-2024 11.34,Met,29-06-2024 11.38,3,Dissatisfied,Software,L3,Oman
New,180,Medium,Phone,Network Issue,Network Ops,Abdullah Al-Rashid,07-04-2024 13.33,07-04-2024 16.33,07-04-2024 14.18,07-04-2024 14.11,Met,07-04-2024 16.23,Met,07-04-2024 16.27,4,Neutral,Hardware,L3,Bahrain
In Progress,181,Critical,Portal,Software Bug,IT Support,Fahad Al-Farsi,22-04-2024 16.39,22-04-2024 17.39,22-04-2024 16.49,22-04-2024 16.49,Met,22-04-2024 17.36,Met,22-04-2024 17.36,4,Neutral,Software,L1,Oman
Open,182,High,Portal,Access Request,Security,Mohammed Al-Rashid,16-04-2024 1.46,16-04-2024 3.46,16-04-2024 2.16,16-04-2024 2.07,Met,16-04-2024 3.46,Met,16-04-2024 3.49,1,Satisfied,Hardware,L2,UAE
In Progress,183,Critical,Portal,Software Bug,Development,Abdullah Al-Mansoori,14-07-2024 8.28,14-07-2024 9.28,14-07-2024 8.38,14-07-2024 8.34,Met,14-07-2024 9.15,Met,14-07-2024 9.17,3,Neutral,Hardware,L2,Qatar
Open,184,Low,Chat,General Inquiry,Network Ops,Hassan Al-Rashid,17-05-2024 16.41,17-05-2024 20.41,17-05-2024 17.41,17-05-2024 17.41,Met,17-05-2024 20.30,Met,17-05-2024 20.35,1,Dissatisfied,Network,L1,Qatar
Open,185,Critical,Chat,Hardware Failure,Customer Service,Mohammed Al-Hamdan,10-08-2024 22.38,10-08-2024 23.38,10-08-2024 22.48,10-08-2024 22.44,Met,10-08-2024 23.21,Met,10-08-2024 23.22,4,Dissatisfied,Hardware,L2,Qatar
In Progress,186,High,Email,Hardware Failure,Customer Service,Fahad Al-Farsi,10-04-2024 11.51,10-04-2024 13.51,10-04-2024 12.21,10-04-2024 12.20,Met,10-04-2024 13.40,Met,10-04-2024 13.42,2,Dissatisfied,Software,L2,UAE
Open,187,Medium,Email,General Inquiry,Network Ops,Abdullah Al-Rashid,29-07-2024 5.00,29-07-2024 8.00,29-07-2024 5.45,29-07-2024 5.44,Met,29-07-2024 7.56,Met,29-07-2024 7.59,2,Satisfied,Software,L2,Qatar
Resolved,188,Low,Portal,Hardware Failure,Network Ops,Abdullah Al-Rashid,03-06-2024 12.10,03-06-2024 16.10,03-06-2024 13.10,03-06-2024 13.06,Met,03-06-2024 15.55,Met,03-06-2024 15.57,3,Dissatisfied,Hardware,L2,Qatar
Closed,189,Medium,Email,General Inquiry,Network Ops,Ahmed Al-Salem,10-07-2024 21.58,11-07-2024 0.58,10-07-2024 22.43,10-07-2024 22.33,Met,11-07-2024 0.52,Met,11-07-2024 0.55,1,Satisfied,Network,L2,Bahrain
Closed,190,Low,Portal,Software Bug,IT Support,Omar Al-Salem,10-06-2024 13.09,10-06-2024 17.09,10-06-2024 14.09,10-06-2024 13.59,Met,10-06-2024 17.02,Met,10-06-2024 17.07,4,Satisfied,Software,L1,Oman
New,191,Medium,Portal,Access Request,Development,Omar Al-Mansoori,17-06-2024 15.52,17-06-2024 18.52,17-06-2024 16.37,17-06-2024 16.45,Not Met,17-06-2024 18.41,Met,17-06-2024 18.44,4,Neutral,Hardware,L1,Saudi Arabia
Resolved,192,Critical,Chat,General Inquiry,Network Ops,Ali Al-Khalifa,15-04-2024 23.25,16-04-2024 0.25,15-04-2024 23.35,15-04-2024 23.32,Met,16-04-2024 0.15,Met,16-04-2024 0.17,5,Satisfied,Network,L1,UAE
Closed,193,Critical,Email,Software Bug,Security,Hassan Al-Hamdan,15-05-2024 12.43,15-05-2024 13.43,15-05-2024 12.53,15-05-2024 12.50,Met,15-05-2024 13.43,Met,15-05-2024 13.48,1,Dissatisfied,Cloud,L1,Oman
Open,194,High,Portal,Access Request,Network Ops,Yousef Al-Sabah,20-07-2024 11.22,20-07-2024 13.22,20-07-2024 11.52,20-07-2024 11.45,Met,20-07-2024 13.19,Met,20-07-2024 13.21,3,Neutral,Network,L2,Bahrain
Closed,195,Critical,Email,Hardware Failure,Security,Omar Al-Mansoori,27-07-2024 15.16,27-07-2024 16.16,27-07-2024 15.26,27-07-2024 15.26,Met,27-07-2024 15.57,Met,27-07-2024 15.57,5,Neutral,Software,L3,Oman
In Progress,196,Critical,Email,Software Bug,Network Ops,Fahad Al-Rashid,08-06-2024 2.10,08-06-2024 3.10,08-06-2024 2.20,08-06-2024 2.17,Met,08-06-2024 3.02,Met,08-06-2024 3.03,5,Neutral,Cloud,L3,Kuwait
New,197,Medium,Email,Access Request,Network Ops,Yousef Al-Khalifa,20-06-2024 17.43,20-06-2024 20.43,20-06-2024 18.28,20-06-2024 18.25,Met,20-06-2024 20.31,Met,20-06-2024 20.34,5,Neutral,Hardware,L1,UAE
In Progress,198,Low,Email,Software Bug,Security,Ali Al-Khalifa,08-04-2024 17.52,08-04-2024 21.52,08-04-2024 18.52,08-04-2024 18.43,Met,08-04-2024 21.42,Met,08-04-2024 21.45,5,Dissatisfied,Hardware,L1,Qatar
New,199,High,Portal,General Inquiry,Network Ops,Ali Al-Khalifa,14-05-2024 20.36,14-05-2024 22.36,14-05-2024 21.06,14-05-2024 21.01,Met,14-05-2024 22.19,Met,14-05-2024 22.20,2,Dissatisfied,Network,L1,UAE
Closed,200,Low,Email,Access Request,Customer Service,Hassan Al-Rashid,12-07-2024 12.58,12-07-2024 16.58,12-07-2024 13.58,12-07-2024 13.51,Met,12-07-2024 16.40,Met,12-07-2024 16.41,2,Satisfied,Hardware,L2,Qatar
In Progress,201,Medium,Email,Network Issue,Security,Ali Al-Khalifa,02-04-2024 6.49,02-04-2024 9.49,02-04-2024 7.34,02-04-2024 7.31,Met,02-04-2024 9.33,Met,02-04-2024 9.36,4,Dissatisfied,Hardware,L2,Oman
New,202,High,Portal,Software Bug,Security,Mohammed Al-Hamdan,11-04-2024 7.30,11-04-2024 9.30,11-04-2024 8.00,11-04-2024 8.00,Met,11-04-2024 9.25,Met,11-04-2024 9.30,5,Dissatisfied,Network,L3,Saudi Arabia
Resolved,203,High,Portal,General Inquiry,Development,Yousef Al-Khalifa,16-07-2024 10.16,16-07-2024 12.16,16-07-2024 10.46,16-07-2024 10.41,Met,16-07-2024 12.10,Met,16-07-2024 12.12,1,Neutral,Hardware,L2,Oman
New,204,Medium,Portal,Software Bug,Network Ops,Mohammed Al-Rashid,25-05-2024 8.27,25-05-2024 11.27,25-05-2024 9.12,25-05-2024 9.03,Met,25-05-2024 11.25,Met,25-05-2024 11.28,3,Satisfied,Software,L1,Kuwait
Open,205,Critical,Chat,Network Issue,Development,Abdullah Al-Rashid,28-04-2024 15.07,28-04-2024 16.07,28-04-2024 15.17,28-04-2024 15.12,Met,28-04-2024 15.51,Met,28-04-2024 15.55,4,Dissatisfied,Software,L3,Qatar
Closed,206,Medium,Chat,Access Request,Security,Yousef Al-Khalifa,21-05-2024 14.49,21-05-2024 17.49,21-05-2024 15.34,21-05-2024 15.29,Met,21-05-2024 17.43,Met,21-05-2024 17.44,1,Neutral,Software,L3,Bahrain
New,207,Low,Phone,Network Issue,Development,Ali Al-Khalifa,18-04-2024 3.43,18-04-2024 7.43,18-04-2024 4.43,18-04-2024 4.38,Met,18-04-2024 7.23,Met,18-04-2024 7.27,2,Dissatisfied,Cloud,L2,Qatar
In Progress,208,Critical,Portal,Hardware Failure,Customer Service,Hassan Al-Rashid,03-05-2024 5.09,03-05-2024 6.09,03-05-2024 5.19,03-05-2024 5.19,Met,03-05-2024 5.53,Met,03-05-2024 5.53,5,Dissatisfied,Cloud,L2,UAE
In Progress,209,High,Phone,Hardware Failure,Security,Fahad Al-Rashid,23-04-2024 8.03,23-04-2024 10.03,23-04-2024 8.33,23-04-2024 8.23,Met,23-04-2024 10.00,Met,23-04-2024 10.00,4,Satisfied,Hardware,L1,Qatar
New,210,Low,Phone,General Inquiry,IT Support,Yousef Al-Khalifa,17-04-2024 22.23,18-04-2024 2.23,17-04-2024 23.23,17-04-2024 23.20,Met,18-04-2024 2.16,Met,18-04-2024 2.16,5,Satisfied,Cloud,L3,UAE
Closed,211,Low,Portal,Network Issue,Development,Yousef Al-Khalifa,04-08-2024 20.15,05-08-2024 0.15,04-08-2024 21.15,04-08-2024 21.06,Met,05-08-2024 0.04,Met,05-08-2024 0.09,5,Neutral,Hardware,L3,Kuwait
Closed,212,Medium,Phone,General Inquiry,IT Support,Saif Al-Rashid,04-08-2024 0.18,04-08-2024 3.18,04-08-2024 1.03,04-08-2024 1.00,Met,04-08-2024 3.05,Met,04-08-2024 3.05,4,Neutral,Cloud,L1,Oman
Open,213,High,Chat,Network Issue,IT Support,Yousef Al-Khalifa,11-08-2024 22.04,12-08-2024 0.04,11-08-2024 22.34,11-08-2024 22.28,Met,12-08-2024 0.04,Met,12-08-2024 0.09,2,Dissatisfied,Network,L2,Saudi Arabia
